lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,4904319.777508595,0.0,254.50103401716746,0.0,0.2530240563906755,0.3332841838884748
192,192,5767154.063372888,0.0,273.3855054485728,0.0,0.25882635590757186,0.3403235142577899
336,336,5811435.802618111,0.0,289.13571481425123,0.0,0.2828968273061046,0.36229332769916156
720,720,8938402.262025937,0.0,340.97941446718863,0.0,0.3626816003523549,0.4163540185819761
