lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,15.34159524442179,0.0,2.5133331361934768,0.0,0.18177841239700712,0.2950116144113302
192,192,17.215899064637846,0.0,2.7213488936550565,0.0,0.2013313735256862,0.31681083226620926
336,336,18.868574082672527,0.0,2.83954414339945,0.0,0.21497408840044083,0.3295369678988286
720,720,22.820222328947878,0.0,3.196534569410486,0.0,0.36106131464785385,0.39484935158099504
