lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,8.803636151274977,0.0,1.5629302629087796,0.0,0.3880223030447557,0.4201493238646575
192,192,11.168888076748075,0.0,1.7786450690348057,0.0,0.443221410323308,0.4501865228524814
336,336,13.178302996896083,0.0,1.9092174192401234,0.0,0.5042591259818335,0.47854359689951176
720,720,14.435501802178555,0.0,2.0773154723800378,0.0,0.5897246432893894,0.5321249386559124
