lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,0.0007736446425084507,0.0,0.01295123006704015,0.0,0.4226850651594878,0.289170900818976
192,192,0.000793403596221617,0.0,0.012932269187980351,0.0,0.42236597580723123,0.28904805176914156
336,336,0.0008059181230679998,0.0,0.013283638892556855,0.0,0.430449503231395,0.2975470093025221
720,720,0.0008381769138681573,0.0,0.013814583000805791,0.0,0.4468739327189782,0.31117858285732836
