lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,11.575635939849862,0.0,1.8469242058822466,0.0,0.46310639323142616,0.46590607133847456
192,192,11.788299632247087,0.0,1.945671612147963,0.0,0.514923312678274,0.5040231372776255
336,336,11.311203102819514,0.0,2.035266727336153,0.0,0.5596991480142759,0.543812298070668
720,720,13.239495430201421,0.0,2.3623792666006906,0.0,0.7367987063152481,0.6634951257907401
