lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,4967764.475358229,0.0,254.46722867215396,0.0,0.23978536303182746,0.3229043936344592
192,192,5658774.648572538,0.0,272.2631622120147,0.0,0.25992927307769975,0.0
336,336,5911733.131398203,0.0,291.62684255342646,0.0,0.2874235818072111,0.0
720,720,8327212.472201201,0.0,336.3833473882152,0.0,0.3713011178953206,0.0
