lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,2046.5285636247477,0.0,13.077804575260116,0.0,0.2164746329886223,0.25165124540779366
192,192,1958.7253683802521,0.0,13.501879881438839,0.0,0.2500331681699271,0.28300051079019845
336,336,1941.6080707516082,0.0,14.106879760363729,0.0,0.28402012201987975,0.3099581957322951
720,720,1910.4839216233502,0.0,14.822607869643583,0.0,0.35118848184305773,0.359400331971063
