lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,4859085.014095206,0.0,251.16566491452227,0.0,0.2419888866569047,0.32441155651919146
192,192,5738569.411924623,0.0,273.9202928915283,0.0,0.26225134412465656,0.34344778676665466
336,336,5664236.161305863,0.0,287.4140667577431,0.0,0.291666644947353,0.36888020683065986
720,720,8898719.672464417,0.0,337.217540528835,0.0,0.35626943615102236,0.4149480293225692
