lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,0.0008344295776041269,0.0,0.014011683330297595,0.0,0.4441642735872568,0.31128612156043006
192,192,0.0008224443376368546,0.0,0.01356721032422177,0.0,0.43661925850734723,0.3014018931264501
336,336,0.0008162752447951881,0.0,0.013576481359711862,0.0,0.4347462856321522,0.3030162018681823
720,720,0.000861667976075389,0.0,0.014258309015894007,0.0,0.4618882715869404,0.32140249121223935
