lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,10.377129810935037,0.0,2.0119291933064947,0.0,0.12792829967416114,0.241363926836152
192,192,14.168291045510703,0.0,2.3350479285687933,0.0,0.16583419864514867,0.27451891583013466
336,336,16.161448669648788,0.0,2.561826356649897,0.0,0.19317602253661784,0.30192995501919434
720,720,18.12789466297308,0.0,2.7959760779094918,0.0,0.21073862929235954,0.32571392320168746
