lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,mse_norm,mae_norm
96,96,8.816541371679799,0.0,1.5660121588450995,0.0,0.38527592897857066,0.41791951799775134
192,192,11.042406764981088,0.0,1.7729402916402601,0.0,0.437145429603573,0.4477891021543124
336,336,13.336163474766085,0.0,1.9371111338546916,0.0,0.5107325218122021,0.48408258915550295
720,720,14.002048015333203,0.0,2.052858177033917,0.0,0.5770620072825414,0.5268393561280104
